ST,accession,organism,16S_copies,strain,assembly_status,status_tax,Type_Strain,pyani_group_ID,pyani_genus_ID,pyani_species_ID,completeness,contamination,strain_heterogeneity,total_genes,total_cds,GC_content,genome_size
650,GCF_010548435.1,Streptomyces coelicoflavus,1,SID14172,Contig,correct name,No,18,30,45,98.57,0.64,50.0,8042,0,72.09280057980722,8146156
651,GCF_010548465.1,Streptomyces sp.,1,SID14436,Contig,not validly described,No,38,66,93,99.43,1.13,0.0,6605,0,72.74278538528552,6843678
652,GCF_010548505.1,Streptomyces sp.,1,SID14515,Contig,not validly described,No,1,1,6,99.84,2.9,81.25,7779,0,71.46754205272812,8684930
653,GCF_010548615.1,Streptomyces anulatus,1,SID505,Contig,correct name,No,1,1,2,98.76,0.88,33.33,7803,0,71.58684407052888,8240482
654,GCF_010548665.1,Streptomyces parvus,1,SID7590,Contig,correct name,No,2,37,53,97.83,1.67,0.0,8504,0,71.28800879399869,8057313
655,GCF_010548705.1,Streptomyces anulatus,1,SID7903,Contig,correct name,No,1,1,2,99.84,1.06,100.0,7498,0,71.70992112497957,8423833
655,GCF_010550525.1,Streptomyces anulatus,1,SID9598,Contig,correct name,No,1,1,2,97.98,1.12,0.0,7915,0,71.52885438135198,8142247
656,GCF_010548725.1,Streptomyces sp.,1,SID8014,Contig,not validly described,No,25,51,73,99.03,0.43,0.0,6237,0,73.34590358936089,6946557
657,GCF_010550325.1,Streptomyces rubrogriseus,1,SID7739,Contig,correct name,No,13,12,21,99.14,1.84,42.86,8794,0,71.94207162208404,8807842
658,GCF_010550365.1,Streptomyces sp.,1,SID7958,Contig,not validly described,No,38,66,93,96.64,1.17,33.33,6885,0,72.51453154525885,6613371
659,GCF_010550405.1,Streptomyces rochei,1,SID8161,Contig,correct name,No,4,68,96,98.28,0.49,0.0,7882,0,72.30476854231131,7742387
660,GCF_010550435.1,Streptomyces sp.,1,SID8111,Contig,not validly described,No,38,66,93,98.28,8.62,100.0,6900,0,72.77908008429222,7034101
661,GCF_010550645.1,Streptomyces sp.,1,SID9913,Contig,not validly described,No,38,66,93,97.21,2.83,44.44,7081,0,72.5776169935512,6854459
662,GCF_010892295.1,Streptomyces rhizosphaericus,1,0250,Scaffold,correct name,No,5,79,112,96.32,2.11,0.0,9576,0,71.08626161051441,11215696
663,GCF_010993835.1,Streptomyces sp.,5,OM5714,Scaffold,not validly described,No,18,30,45,100.0,0.0,0.0,7788,0,72.02771604612833,8687242
664,GCF_011008945.1,Streptomyces sp.,1,PRKS01-65,Contig,not validly described,Yes,48,77,110,100.0,0.52,0.0,7144,0,73.2502875225165,8000243
665,GCF_011055525.1,Streptomyces sp.,1,196,Contig,not validly described,No,33,61,84,99.14,0.87,40.0,6331,0,72.42295037431596,7369309
666,GCF_011170105.1,Streptomyces rutgersensis,3,NBRC 12819,Contig,synonym,Yes,25,51,73,99.89,1.07,66.67,5609,0,73.51633531119217,6745173
667,GCF_011170125.1,Streptomyces diastaticus,5,NBRC 13412,Contig,correct name,Yes,25,51,73,99.89,0.86,80.0,5947,0,73.40842492600773,7083172
667,GCF_014648935.1,Streptomyces diastaticus,1,JCM 4128,Scaffold,correct name,Yes,25,51,73,99.89,0.21,0.0,5895,0,73.48213069635567,6982337
668,GCF_011290345.1,Streptomyces sp.,1,ID38640,Chromosome,not validly described,No,241,215,261,99.91,0.71,0.0,7509,0,70.73576866042221,8790195
669,GCF_011317205.1,Streptomyces sp.,3,KO7888,Scaffold,not validly described,No,18,30,45,100.0,0.14,0.0,7569,0,72.17226096326027,8526273
670,GCF_012927245.1,Streptomyces sp.,1,R302,Scaffold,not validly described,No,242,49,71,99.58,1.32,0.0,7306,0,72.73758658293158,7950470
670,GCF_012927225.1,Streptomyces sp.,1,R301,Scaffold,not validly described,No,242,49,71,99.58,1.32,0.0,7302,0,72.73969024231324,7946986
671,GCF_013046785.1,Streptomyces sp.,3,jing01,Complete Genome,not validly described,No,243,216,262,99.89,0.43,0.0,6912,0,72.45340867463028,7815457
672,GCF_013363665.1,Streptomyces sp.,1,CAI-68,Contig,not validly described,No,2,37,53,99.84,0.2,50.0,7280,0,71.73919407853032,8163649
672,GCF_013363455.1,Streptomyces sp.,1,CAI-121,Contig,not validly described,No,2,37,53,99.84,0.18,0.0,7281,0,71.73961477987325,8164319
673,GCF_013363465.1,Streptomyces odorifer,1,KAI-180,Contig,synonym,No,3,57,79,99.83,0.43,100.0,6078,0,73.43889964034285,6818716
673,GCF_015601545.1,Streptomyces albidoflavus,7,W68,Complete Genome,correct name,No,3,57,79,99.89,0.0,0.0,5883,0,73.36645857821576,6796629
674,GCF_013363475.1,Streptomyces sp.,1,KAI-26,Contig,not validly described,No,2,37,56,99.84,0.98,33.33,6683,0,72.0822729174087,7726528
675,GCF_013363575.1,Streptomyces sp.,1,KAI 90,Contig,not validly described,No,4,68,96,99.57,0.0,0.0,7187,0,72.54624616104473,8198194
676,GCF_013363655.1,Streptomyces sp.,1,CAI 127,Contig,not validly described,No,2,37,53,99.79,0.23,50.0,7416,0,71.6907361317567,8200570
677,GCF_013363675.1,Streptomyces sp.,1,CAI-24,Contig,not validly described,No,2,37,56,99.84,2.05,63.64,6652,0,72.1563360522564,7654869
678,GCF_013363735.1,Streptomyces sp.,1,CAI-155,Contig,not validly described,No,2,37,56,99.84,0.98,42.86,6500,0,72.16645677579456,7598393
679,GCF_013364095.1,Streptomyces harbinensis,5,NA02264,Complete Genome,correct name,No,43,73,106,95.82,1.0,0.0,5243,0,72.88924680853704,5802668
680,GCF_013364175.1,Streptomyces sp.,2,NA02536,Complete Genome,not validly described,No,93,121,167,99.89,0.64,0.0,6812,0,72.23033006202758,7707218
681,GCF_013364315.1,Streptomyces fulvissimus,6,NA06532,Complete Genome,synonym,No,1,1,5,99.84,0.45,50.0,7438,0,71.29451435141188,8452583
682,GCF_013375055.1,Streptomyces chartreusis,1,NA02069,Complete Genome,correct name,No,19,32,47,99.57,1.79,0.0,9739,0,70.5687688983074,11234141
683,GCF_013394065.1,Streptomyces rectiverticillatus,3,B15-08,Complete Genome,synonym,No,27,54,76,99.56,2.41,5.88,6590,0,72.07981307532526,7679243
684,GCF_013401535.1,Streptomyces sp.,1,CB04723,Complete Genome,not validly described,No,7,96,133,99.84,1.0,25.0,6795,0,72.427287125473,7872196
685,GCF_013423905.1,Streptomyces sp.,6,NEAU-sy36,Complete Genome,not validly described,No,37,65,92,99.57,3.33,70.0,7614,0,72.44546150795311,8557534
686,GCF_013870595.1,Streptomyces sp.,1,WELS2,Contig,not validly described,No,244,217,263,94.58,1.28,0.0,7336,0,71.80728235497138,7173998
687,GCF_014076605.1,Streptomyces sp.,1,GMR22,Contig,not validly described,No,5,79,112,100.0,2.02,0.0,9442,0,71.33417979781174,11420050
688,GCF_014138735.1,Streptomyces calvus,1,CECT 3271,Scaffold,correct name,Yes,94,122,168,100.0,0.64,0.0,6819,0,72.46731737125953,7943287
688,GCF_014649315.1,Streptomyces calvus,1,JCM 4326,Scaffold,correct name,Yes,94,122,168,100.0,0.64,0.0,6852,0,72.45292796596412,7946438
689,GCF_014138855.1,Streptomyces murinus,7,DSM 41827,Contig,correct name,Yes,6,90,127,99.89,0.68,0.0,7488,0,71.73663572629081,8564214
690,GCF_014138905.1,Streptomyces murinus,7,DSM 40710,Contig,correct name,Yes,6,90,127,99.89,0.25,0.0,7570,0,71.6987764304017,8526119
691,GCF_014202475.1,Streptomyces paradoxus,1,DSM 43350,Scaffold,correct name,Yes,14,16,29,99.89,0.0,0.0,7823,0,71.3761413815067,8584772
692,GCF_014650615.1,Streptomyces albaduncus,1,JCM 4715,Scaffold,correct name,Yes,245,50,72,100.0,1.07,0.0,7052,0,71.65819458694891,7929576
692,GCF_014203495.1,Streptomyces albaduncus,1,CECT 3226,Scaffold,correct name,Yes,245,50,72,100.0,1.07,0.0,6984,0,71.79463045536194,7925849
693,GCF_014203535.1,Streptomyces griseostramineus,1,CECT 3273,Scaffold,correct name,Yes,96,124,170,100.0,0.57,0.0,7754,0,72.72608929123523,8665061
693,GCF_014649635.1,Streptomyces griseostramineus,1,JCM 4385,Scaffold,correct name,Yes,96,124,170,99.57,0.57,0.0,7829,0,72.65941983145255,8662724
694,GCF_014203595.1,Streptomyces echinatus,1,CECT 3313,Scaffold,correct name,Yes,246,218,264,99.89,1.88,11.11,8371,0,72.03357497951025,9391279
695,GCF_014205055.1,Streptomyces luteogriseus,1,DSM 40483,Contig,correct name,Yes,14,16,25,100.0,0.0,0.0,7733,0,71.40221864035425,8709298
696,GCF_014205255.1,Streptomyces caelestis,6,DSM 40084,Contig,correct name,Yes,247,219,265,100.0,1.0,0.0,8111,0,70.98128577906316,8936092
697,GCF_014207295.1,Streptomyces sp.,1,AK010,Scaffold,not validly described,No,248,220,266,100.0,0.0,0.0,7540,0,71.21943220843367,8251373
698,GCF_014253015.1,Streptomyces sp.,1,TYQ1024,Contig,not validly described,No,249,221,267,98.84,1.51,0.0,6674,0,73.1471939892551,7600256
699,GCF_014596915.1,Streptomyces sp.,1,TRM68416,Contig,not validly described,No,250,222,268,100.0,1.07,0.0,8044,0,71.43221771322186,8858332
700,GCF_014648195.1,Streptomyces purpureus,1,JCM 3172,Scaffold,correct name,Yes,72,98,135,99.67,0.65,0.0,6905,0,71.43743373277847,7542379
701,GCF_014648635.1,Streptomyces cinerochromogenes,1,JCM 3385,Scaffold,correct name,Yes,251,223,269,100.0,0.17,100.0,7886,0,72.49160528271786,9098877
702,GCF_014648655.1,Streptomyces atratus,1,JCM 3386,Scaffold,correct name,Yes,2,39,57,99.93,0.94,0.0,8866,0,69.59433125723383,9827082
703,GCF_014649135.1,Streptomyces niveoruber,1,JCM 4234,Scaffold,correct name,Yes,97,125,171,100.0,0.57,0.0,6820,0,73.32446384653537,7843370
704,GCF_014649475.1,Streptomyces daghestanicus,1,JCM 4365,Scaffold,correct name,Yes,97,125,171,100.0,0.79,0.0,7048,0,73.242320262974,7977975
705,GCF_014649515.1,Streptomyces flavoviridis,1,JCM 4372,Scaffold,synonym,Yes,252,224,270,100.0,0.38,0.0,6832,0,72.28029898333222,7585172
706,GCF_014649535.1,Streptomyces gelaticus,1,JCM 4376,Scaffold,correct name,Yes,2,39,60,99.49,0.97,0.0,6927,0,70.56218698012687,7755498
707,GCF_014649595.1,Streptomyces griseomycini,1,JCM 4382,Contig,correct name,Yes,96,124,170,100.0,0.57,0.0,7418,0,72.85135885747003,8292334
708,GCF_014649875.1,Streptomyces rubiginosohelvolus,1,JCM 4415,Scaffold,correct name,Yes,2,37,52,99.84,0.35,0.0,6793,0,71.72616224631626,7548572
709,GCF_014649895.1,Streptomyces rubiginosus,1,JCM 4416,Scaffold,correct name,Yes,21,42,63,99.5,0.0,0.0,6616,0,72.6464922543649,7308697
710,GCF_014649995.1,Streptomyces griseoflavus,1,JCM 4479,Scaffold,correct name,Yes,253,225,271,100.0,0.3,0.0,6850,0,72.21373693347616,7580440
711,GCF_014650115.1,Streptomyces olivaceoviridis,1,JCM 4499,Scaffold,correct name,Yes,84,111,150,99.89,1.07,0.0,8649,0,72.07896486388853,9763431
712,GCF_014650135.1,Streptomyces plicatus,1,JCM 4504,Scaffold,synonym,Yes,4,68,96,100.0,0.09,0.0,7357,0,71.96575503782152,8368647
713,GCF_014650155.1,Streptomyces purpurascens,1,JCM 4509,Scaffold,correct name,Yes,254,226,272,100.0,0.0,0.0,8560,0,71.00454509490565,9428626
714,GCF_014650435.1,Streptomyces tendae,1,JCM 4610,Scaffold,correct name,Yes,4,68,101,100.0,0.86,0.0,8207,0,71.89684322825536,8887909
715,GCF_014650735.1,Streptomyces canarius,1,JCM 4733,Scaffold,correct name,Yes,255,227,273,99.89,1.72,10.0,9452,0,71.8983588434935,10647065
716,GCF_014650895.1,Streptomyces omiyaensis,1,JCM 4806,Scaffold,correct name,Yes,256,228,274,99.84,1.84,80.0,7641,0,73.86841746139201,8566167
717,GCF_014651075.1,Streptomyces djakartensis,1,JCM 4957,Scaffold,correct name,Yes,257,229,275,100.0,0.98,0.0,6941,0,71.15373364263675,7674449
718,GCF_014655335.1,Streptomyces griseus,1,JCM 4516,Scaffold,correct name,Yes,1,1,6,99.49,0.18,0.0,7135,0,71.81990575624882,8065044
719,GCF_014655475.1,Streptomyces viridodiastaticus,1,JCM 4536,Scaffold,synonym,Yes,15,20,35,100.0,0.43,0.0,7104,0,72.45854061516053,7727804
720,GCF_014656075.1,Streptomyces hydrogenans,1,JCM 4771,Scaffold,correct name,Yes,98,126,172,99.84,1.98,14.29,8345,0,73.21108540302635,9019212
721,GCF_014673495.1,Streptomyces griseofuscus,7,DSM 40191,Complete Genome,correct name,Yes,6,90,127,99.89,0.25,0.0,8183,0,71.63176431048522,9116672
722,GCF_014701095.1,Streptomyces tuirus,5,JCM 4255,Complete Genome,correct name,Yes,14,16,30,99.89,0.0,0.0,6871,0,71.43732688304102,7561001
723,GCF_014905535.1,Streptomyces sp.,1,NE5-10,Contig,not validly described,No,98,126,172,99.84,2.1,36.36,7663,0,73.49880864285282,8420229
724,GCF_015163075.1,Streptomyces sp.,1,3R004,Contig,not validly described,Yes,258,230,276,100.0,0.0,0.0,9405,0,70.77589388975778,10454561
725,GCF_015244315.1,Streptomyces olivaceus,3,SCSIO T05,Complete Genome,correct name,No,99,127,173,100.0,0.0,0.0,7275,0,72.50697707688116,8458055
726,GCF_015475835.1,Streptomyces sp.,1,NRRL B-1677,Scaffold,not validly described,No,259,231,277,99.64,0.86,14.29,6999,0,72.29851637947058,8188482
727,GCF_015645455.1,Streptomyces olivaceus,1,NRRL B-3009,Contig,correct name,Yes,99,127,173,100.0,0.0,0.0,7143,0,72.60279533780391,8202658
728,GCF_015680775.2,Streptomyces sp.,1,BRB081,Scaffold,not validly described,No,25,51,73,99.89,0.21,0.0,5931,0,73.39276755669077,6938651
729,GCF_015710995.1,Streptomyces gardneri,7,ATCC 15439,Complete Genome,correct name,No,92,120,166,99.67,0.63,25.0,8122,0,71.74420652901968,9054805
730,GCF_016432735.1,Streptomyces sp.,5,I5,Contig,not validly described,No,15,20,34,99.36,0.43,0.0,6878,0,72.2683112530358,7611235
731,GCF_016457305.1,Streptomyces sp.,7,CRPSP2-6A1,Contig,not validly described,No,6,90,127,99.89,0.36,0.0,7668,0,71.57587023621318,8634150
732,GCF_016467295.1,Streptomyces costaricanus,6,Am1,Complete Genome,synonym,No,6,90,127,99.89,1.11,0.0,7566,0,71.80586055191642,8539264
733,GCF_016612545.1,Streptomyces sp.,1,MBT65,Contig,not validly described,No,260,232,278,98.87,1.5,0.0,10458,0,70.2367001807192,11250604
734,GCF_016654065.1,Streptomyces sp.,1,MBT59,Scaffold,not validly described,No,2,37,52,97.53,0.44,50.0,7040,0,71.65707589906089,7559527
734,GCF_016612645.1,Streptomyces sp.,1,MBT61,Contig,not validly described,No,2,37,52,97.76,0.09,0.0,7051,0,71.65714779892744,7585461
734,GCF_016612575.1,Streptomyces sp.,1,MBT67,Contig,not validly described,No,2,37,52,97.99,0.18,50.0,7187,0,71.61747190142752,7710712
735,GCF_016612625.1,Streptomyces sp.,1,MBT62,Contig,not validly described,No,100,5,14,99.57,0.43,0.0,10469,0,70.1687907369231,11208198
736,GCF_016612665.1,Streptomyces sp.,1,MBT60,Contig,not validly described,No,2,37,52,99.34,0.09,0.0,7039,0,71.61430625559093,7531167
737,GCF_016612775.1,Streptomyces sp.,1,MBT98,Scaffold,not validly described,No,2,37,52,99.84,0.35,0.0,7583,0,71.45229512732357,8107023
737,GCF_016612725.1,Streptomyces sp.,1,MBT54,Contig,not validly described,No,2,37,52,97.61,0.35,0.0,7591,0,71.40533310900298,8118979
737,GCF_016612705.1,Streptomyces sp.,1,MBT56,Contig,not validly described,No,2,37,52,98.26,0.44,0.0,7524,0,71.38305783474077,8014560
738,GCF_016613335.1,Streptomyces sp.,1,DEF147AK,Scaffold,not validly described,No,3,57,79,99.89,0.57,0.0,6160,0,73.45342405376492,7096968
738,GCF_016613285.1,Streptomyces sp.,1,DEF1AK,Scaffold,not validly described,No,3,57,79,99.89,0.57,0.0,6164,0,73.45575656406523,7095222
739,GCF_016653995.1,Streptomyces sp.,1,MBT58,Contig,not validly described,No,1,1,5,98.07,0.54,40.0,7474,0,71.24498388093173,8090418
740,GCF_016654055.1,Streptomyces sp.,1,MBT55,Contig,not validly described,No,2,37,52,99.61,0.44,0.0,7405,0,71.53718286266766,7980612
741,GCF_016654115.1,Streptomyces sp.,1,MBT53,Contig,not validly described,No,100,5,14,99.43,1.07,0.0,10535,0,70.19098717688632,11298036
742,GCF_016741825.1,Streptomyces sp.,1,CH9-7,Contig,not validly described,No,78,103,140,99.79,1.75,20.0,7664,0,71.70734632193322,8805876
743,GCF_016741855.1,Streptomyces sp.,1,CH5-8,Contig,not validly described,Yes,261,233,279,100.0,2.85,0.0,8173,0,72.07340935087522,9364856
744,GCF_016741935.1,Streptomyces sp.,1,CA3R110,Contig,not validly described,No,262,234,280,100.0,3.68,0.0,10983,0,70.93047435873022,13128250
745,GCF_016772455.1,Streptomyces fulvissimus,1,DF,Chromosome,synonym,No,1,1,5,98.63,0.28,66.67,6895,0,71.54669533184494,7800405
746,GCF_016803985.1,Streptomyces koyangensis,5,SCSIO 5802,Complete Genome,correct name,No,3,57,79,99.89,0.29,0.0,6058,0,73.27532031561093,7001532
747,GCF_016860525.1,Streptomyces achromogenes,3,NBRC 14000,Contig,correct name,Yes,263,235,281,99.46,1.66,0.0,8016,0,72.33021684125379,9051737
748,GCF_016901035.1,Streptomyces sp.,1,RHZ10,Scaffold,not validly described,Yes,1,1,10,97.85,0.53,50.0,7254,0,71.6697437696203,7959868
749,GCF_016909575.1,Streptomyces sp.,1,HB132,Contig,not validly described,No,40,70,103,99.84,0.35,0.0,6594,0,70.65190019407797,7751524
750,GCF_016917755.1,Streptomyces noursei,1,A-2-1,Complete Genome,correct name,No,89,116,155,99.79,2.2,0.0,8565,0,71.72602481249115,9857535
751,GCF_017311125.1,Streptomyces sp.,6,M54,Complete Genome,not validly described,No,7,96,133,99.93,0.89,0.0,6887,0,72.57105594135851,7958870
752,GCF_017358145.1,Streptomyces sp.,6,CA-256286,Complete Genome,not validly described,No,1,1,5,99.61,0.39,50.0,7229,0,71.38694794461293,8193177
753,GCF_017526105.1,Streptomyces cyanogenus,1,S136,Complete Genome,no record in LPSN entry,No,264,236,282,100.0,0.0,0.0,7741,0,71.83741230666094,8773899
754,GCF_017592595.1,Streptomyces sp.,1,NEAU-YJ-81,Scaffold,not validly described,No,55,86,121,100.0,2.89,16.67,10054,0,70.77068169775804,11884167
755,GCF_017614965.1,Streptomyces griseorubiginosus,1,MPMI3,Contig,correct name,No,265,237,283,100.0,1.86,11.11,9040,0,70.90619532412342,9678057
756,GCF_017877015.1,Streptomyces sp.,7,PvR006,Contig,not validly described,No,34,62,86,99.58,2.38,18.18,7695,0,72.4550168705122,8668083
757,GCF_017933235.1,Streptomyces sp.,5,LBUM 1480,Complete Genome,not validly described,No,11,9,18,99.57,0.0,0.0,8610,0,71.51345590194511,9982980
757,GCF_017968965.1,Streptomyces sp.,5,LBUM 1486,Contig,not validly described,No,11,9,18,99.95,0.0,0.0,8782,0,71.52531002711726,10047105
758,GCF_017969005.1,Streptomyces sp.,3,LBUM 1483,Contig,not validly described,No,11,9,18,99.79,0.0,0.0,8527,0,71.53282441908664,9821301
759,GCF_017969025.1,Streptomyces sp.,2,LBUM 1481,Contig,not validly described,No,11,9,18,99.3,0.0,0.0,8556,0,71.49850545501323,9872570
760,GCF_018070055.1,Streptomyces sp.,1,RT42,Contig,not validly described,No,4,68,96,100.0,0.06,0.0,7223,0,72.47338089658751,8180685
761,GCF_018070125.1,Streptomyces sp.,1,RM99,Contig,not validly described,No,4,68,96,100.0,0.06,0.0,6951,0,72.58581524019615,7904977
762,GCF_018070145.1,Streptomyces sp.,1,RK76,Contig,not validly described,No,13,12,21,100.0,0.14,0.0,8058,0,72.20670233368139,8856736
763,GCF_018070175.1,Streptomyces sp.,1,RK74B,Contig,not validly described,No,266,53,75,100.0,0.98,0.0,7810,0,72.12096500107661,8735783
763,GCF_018070265.1,Streptomyces sp.,1,RK23,Contig,not validly described,No,266,53,75,99.93,0.98,0.0,7801,0,72.12051141533685,8731455
764,GCF_018070205.1,Streptomyces sp.,1,RM72,Contig,not validly described,No,90,118,164,100.0,0.06,0.0,8515,0,71.9263035883291,9413267
765,GCF_018070225.1,Streptomyces sp.,1,RK31,Scaffold,not validly described,No,15,20,34,100.0,0.21,0.0,7273,0,72.15294565788393,8033180
766,GCF_018070255.1,Streptomyces sp.,1,RK62,Scaffold,not validly described,No,35,63,88,100.0,0.36,0.0,7037,0,71.95385120599411,7759076
767,GCF_018070535.1,Streptomyces sp.,1,B94,Scaffold,not validly described,No,4,68,98,100.0,0.38,0.0,7254,0,71.58984229120159,8150972
768,GCF_018070665.1,Streptomyces sp.,1,404i,Contig,not validly described,No,1,1,2,99.84,0.0,0.0,7120,0,71.69136361870338,8081834
769,GCF_018070745.1,Streptomyces sp.,1,C3-3,Scaffold,not validly described,No,1,1,2,99.84,0.18,0.0,7678,0,71.4660323734377,8593712
770,GCF_018128905.1,Streptomyces sp.,6,A2-16,Chromosome,not validly described,No,267,238,284,100.0,0.86,0.0,8816,0,70.88445976334732,9796466
771,GCF_018530775.1,Streptomyces sp.,1,Tu102,Contig,not validly described,No,19,32,47,100.0,0.14,0.0,8769,0,70.91641373483573,9885404
772,GCF_018530825.1,Streptomyces sp.,1,Tu10,Contig,not validly described,No,1,1,2,99.84,0.0,0.0,7512,0,71.74212308259247,8683600
773,GCF_018614185.1,Streptomyces sp.,1,ISL-24,Scaffold,not validly described,No,51,82,116,95.28,2.58,30.0,8331,0,70.85751148454324,9279211
773,GCF_018614355.1,Streptomyces sp.,1,ISL-22,Scaffold,not validly described,No,51,82,116,94.85,2.58,30.0,8377,0,70.84365483784417,9295318
774,GCF_018614415.1,Streptomyces sp.,1,ISL-12,Scaffold,not validly described,No,268,239,285,98.0,1.32,0.0,7606,0,71.9776729394496,8391969
775,GCF_018619195.1,Streptomyces sp.,1,McG5,Contig,not validly described,No,3,57,79,99.39,0.27,50.0,6491,0,73.23455389165798,7018127
775,GCF_018619165.1,Streptomyces sp.,1,McG6,Contig,not validly described,No,3,57,79,99.25,0.21,0.0,6496,0,73.1661562138411,6873309
775,GCF_018619235.1,Streptomyces sp.,1,McG2,Contig,not validly described,No,3,57,79,99.68,0.43,0.0,6412,0,72.5620199675277,6911121
776,GCF_018619185.1,Streptomyces sp.,1,McG3,Contig,not validly described,No,1,1,11,97.99,0.05,0.0,7720,0,71.58550682310738,8717509
777,GCF_018638305.1,Streptomyces sp.,1,Vc74B-19,Contig,not validly described,No,269,240,286,99.14,0.43,0.0,6960,0,72.32694370284175,7629497
778,GCF_018638335.1,Streptomyces sp.,1,G11C,Contig,not validly described,No,3,57,79,99.89,0.21,0.0,6046,0,73.14757794672327,6877037
779,GCF_018966745.1,Streptomyces sp.,1,PAM3C,Scaffold,not validly described,No,15,20,34,100.0,0.09,0.0,6925,0,72.28748407732631,7665955
780,GCF_018982965.1,Streptomyces sp.,1,A108,Contig,not validly described,No,270,241,287,100.0,1.42,14.29,7576,0,72.23325012721247,8654812
781,GCF_019049125.1,Streptomyces sp.,1,AC602_WCS936,Scaffold,not validly described,No,4,68,97,100.0,1.22,50.0,7605,0,71.9352834134524,8306804
782,GCF_019049185.1,Streptomyces anulatus,1,AC569_RSS891,Scaffold,correct name,No,1,1,2,99.84,0.18,0.0,7948,0,71.4247660295529,9103607
783,GCF_019049245.1,Streptomyces sp.,1,AC555_RSS877,Scaffold,not validly described,No,271,242,288,99.82,0.57,0.0,9586,0,70.46920593617625,10363978
784,GCF_019049255.1,Streptomyces sp.,1,AC558_RSS880,Scaffold,not validly described,No,272,243,289,99.86,0.0,0.0,8293,0,71.73554307199355,9357728
785,GCF_019049285.1,Streptomyces sp.,1,AC550_RSS872,Scaffold,not validly described,No,273,244,290,100.0,0.0,0.0,8979,0,70.47930751060726,10128675
786,GCF_019067045.1,Streptomyces sp.,1,NK08203,Contig,not validly described,No,3,57,79,99.89,1.0,0.0,6084,0,73.49115056121526,7005868
787,GCF_019090105.1,Streptomyces sp.,1,BV129,Contig,not validly described,No,56,87,123,100.0,1.07,0.0,5937,0,71.86124229584006,6477507
788,GCF_900079405.2,Streptomyces sp.,1,,Scaffold,not validly described,No,37,65,92,99.14,0.32,0.0,7341,0,71.73127825370142,8142296
789,GCF_900079415.1,Streptomyces sp.,1,,Scaffold,not validly described,No,15,20,35,100.0,0.0,0.0,6658,0,72.67812909669054,7436643
790,GCF_900091315.1,Streptomyces sp.,1,DI166,Contig,not validly described,No,274,245,291,99.25,1.14,20.0,8006,0,71.26559635628402,8871383
791,GCF_900091865.1,Streptomyces sp.,1,DvalAA-19,Contig,not validly described,No,2,37,56,98.66,1.46,16.67,6966,0,72.05501347762724,8061879
792,GCF_900091875.1,Streptomyces sp.,1,BpilaLS-43,Contig,not validly described,No,26,52,74,99.93,0.18,0.0,6771,0,71.65204141743855,7385971
793,GCF_900091905.1,Streptomyces sp.,1,OspMP-M43,Scaffold,not validly described,No,1,1,1,98.01,1.14,40.0,7732,0,72.09408882335552,8236685
794,GCF_900092005.1,Streptomyces sp.,1,Cmuel-A718b,Contig,not validly described,No,2,37,53,99.4,0.53,0.0,7198,0,71.60914151153777,8143336
795,GCF_900104815.1,Streptomyces misionensis,4,DSM 40306,Contig,correct name,Yes,37,65,92,100.0,0.38,0.0,7622,0,72.37766029823261,8473721
796,GCF_900105265.1,Streptomyces sp.,1,3213,Contig,not validly described,No,275,246,292,100.0,1.07,0.0,9898,0,70.13443560225605,10923892
797,GCF_900105395.1,Streptomyces sp.,10,TLI_053,Chromosome,not validly described,No,276,247,293,99.47,2.54,0.0,8236,0,73.62599978000117,9900053
798,GCF_900105465.1,Streptomyces sp.,5,PAN_FS17,Contig,not validly described,No,19,32,47,99.93,0.86,0.0,9205,0,70.82806642796822,10467880
799,GCF_900105605.1,Streptomyces sp.,6,2231.1,Contig,not validly described,No,88,115,154,99.84,0.86,0.0,8490,0,71.67177351832572,9263372
800,GCF_900105915.1,Streptomyces sp.,7,2224.1,Contig,not validly described,No,23,47,69,100.0,0.93,0.0,7010,0,71.05479453082094,8000762
801,GCF_900119365.1,Streptomyces atratus,1,OK807,Scaffold,correct name,No,277,248,294,99.58,1.88,0.0,7711,0,70.45385621449539,8510691
802,GCF_900171555.1,Streptomyces albidoflavus,1,R-53649,Scaffold,correct name,No,3,57,79,99.75,0.79,0.0,6280,0,73.30845187290524,7004412
803,GCF_900206255.1,Streptomyces sp.,4,TLI_55,Contig,not validly described,No,278,249,295,100.0,2.01,12.5,9205,0,70.76447565723471,10204079
804,GCF_900215595.1,Streptomyces sp.,6,1222.2,Contig,not validly described,No,80,107,146,100.0,0.0,0.0,8222,0,71.29502915331933,9514697
805,GCF_900215615.1,Streptomyces sp.,6,Ag82_G6-1,Contig,not validly described,No,14,16,26,100.0,0.21,100.0,7638,0,71.31857072632036,8434102
